CustomerId;SalesThisYear;SalesLastYear;SalesPeriodThisYear;SalesPeriodLastYear;QuantityThisYear;QuantityLastYear;QuantityPeriodThisYear;QuantityPeriodLastYear;LastChanged
2451;160621,25;255780,64;18701;6986;175;303;22;17;2019-06-03
2772;160185,47;189400,46;17299,02;6473,36;270;313;19;16;2019-10-07
1667;159627,04;96383,94;11143,58;7949,05;202;183;13;14;2019-09-30
1215;158027,78;336262,36;6349,6;20159,5;268;545;4;44;2019-06-18
2976;157614,30;230869,98;14493,95;30150,75;299;393;28;41;2019-11-22
1305;157564,54;342668,20;16648,48;13903,00;286;613;24;22;2019-08-20
4057;157404,61;378133,68;12375;41890,55;101;377;5;40;2019-10-21
3640;157166,38;229456,71;29754,94;27563,39;216;332;30;39;2019-10-14
1742;156075,28;270562,55;16238,71;16972,86;111;288;16;36;2019-10-04
1398;156047,87;372012,13;15064,46;20352,22;290;581;28;38;2019-11-18
3630;155873,65;226623,05;25156,24;29875,85;287;403;57;61;2019-12-03
4084;155435,16;216516,20;16446,94;22951,84;368;423;29;55;2019-09-16
1955;155426,50;174740,71;10477,74;0;237;380;18;1;2019-11-20
1711;155152,02;299110,51;133,71;0;274;549;9;0;2019-08-13
2172;154748,52;272813,29;7663,38;797;199;417;6;2;2019-10-31
1766;154566,79;129865,17;2316,36;4396,12;227;155;13;8;2019-07-05
1806;154129,48;342365,97;8261,99;42250,72;237;443;23;67;2019-09-12
3815;153778,70;104450,28;18250,32;0;196;139;20;0;2019-11-01
869;153685,66;319512,33;13452;39870,03;267;478;19;58;2019-11-20
2026;153461,73;267591,49;18134,73;0;253;496;11;0;2019-10-02
4435;153285,68;0;43386,30;0;241;0;70;0;2019-12-17
2628;152825,23;283346,81;505,47;18044,62;70;238;10;18;2019-10-22
2272;151615,57;137582,25;33508,72;6120,38;213;210;47;11;2019-07-24
3999;150744,44;-3522;0;0;584;3;0;0;2019-03-22
2921;150728,06;153032,77;23615,82;0;102;112;11;0;2019-10-30
654;150179,59;178674,56;18031,83;8326,88;244;314;24;20;2019-11-13
3466;150040,94;196793,52;14155,64;38880,90;272;305;20;65;2019-04-28
2623;149209,04;220363,97;9507,6;3290,19;198;357;9;9;2019-10-30
1910;149174,04;382556,30;33875;385,2;120;249;20;1;2019-10-18
2219;149150,29;194690,15;13760,64;7434,28;110;139;9;4;2019-08-29
4328;149150,22;0;23505,94;0;242;0;51;0;2019-11-14
2456;148343,15;256745,95;17179,92;15948,16;279;432;24;38;2019-01-25
1836;145925,96;433550,01;16142,72;59678,48;279;616;22;71;2019-12-11
1790;145554,92;305662,14;21402,25;22605,72;171;368;28;25;2019-07-24
2022;144081,94;268325,22;0;0;95;168;0;0;2019-12-18
1980;143510,39;431459,93;17428,48;42968,25;160;492;9;45;2019-05-22
810;143330,64;71448,44;28058,70;0;198;90;46;0;2019-08-13
3807;143063,94;471516,00;19052,32;11977,40;303;894;41;33;2019-12-02
1156;142727,09;129162,82;29192,0;12647,64;101;130;22;13;2019-06-17
1789;142632,41;568372,88;32777,00;28519,14;182;629;38;43;2019-07-03
1838;141530,38;282166,80;24111,73;8338,49;151;304;19;9;2019-07-10
1885;141465,87;290928,64;37464,62;45496,21;198;445;62;116;2019-09-03
226;141047,73;235299,65;7272,84;32055,68;305;365;12;26;2019-12-02
1949;140697,56;334881,74;11908,56;12724,02;219;796;12;17;2019-10-29
3814;140628,64;340699,97;12349,80;33234,08;201;799;22;82;2019-10-31
3429;139925,20;89215,78;110540,8;4330;177;176;124;4;2019-07-31
3721;139650,93;186547,14;25228,08;24966,36;170;210;57;21;2019-12-18
3857;138851,04;347745,19;39280,04;14893,12;122;411;22;8;2019-12-03
3029;138845,23;207233,92;8529,18;10905,08;180;245;6;14;2019-10-22
3526;138838,98;87778,08;3530,4;3206,4;308;189;12;8;2019-10-31
2175;138227,72;230348,99;16669,08;6084,44;158;350;20;4;2019-12-10
2080;137829,56;241590,07;6392,72;18521,70;218;426;16;22;2019-04-15
2303;137705,67;150056,28;37026,32;1102;151;126;38;2;2019-08-23
3097;137640,05;230204,98;4467,28;14358;269;306;8;17;2019-11-01
3730;136543,55;175888,87;1073;2378,28;282;310;35;4;2019-11-28
3916;136476,41;103944,74;3886,02;10846;240;168;4;29;2019-12-04
1630;136082,69;264938,08;27530,89;6453,2;85;191;18;5;2019-12-04
1774;136077,77;423666,51;13617,03;26643,89;174;496;20;32;2019-01-24
3460;135545,95;125373,83;20698,68;19591,75;220;138;27;17;2019-05-06
1414;134833,20;249952,28;0;9184,08;180;390;0;10;2019-10-07
1579;134696,32;620972,11;0;0;184;794;0;0;2019-08-12
3811;134575,65;533935,15;11456,5;12951,04;255;905;7;7;2019-10-31
3518;134471,68;288384,46;2665,48;0;196;555;2;0;2019-08-26
829;134385,28;48725,28;14109,52;5976,56;320;84;23;8;2019-09-30
3696;134289,55;298274,10;10230,9;6218;251;463;13;12;2019-11-05
4092;134159,61;141096,32;4136,36;19969,34;151;144;6;23;2019-08-19
3957;133300,51;238185,68;0;12745,56;200;451;0;14;2019-11-13
1818;132482,44;103134,97;2288,09;1360,22;128;115;1;2;2019-10-31
1367;132069,99;200708,91;7317,73;16538,36;235;364;14;34;2019-06-03
2487;131902,48;302640,96;0;0;167;374;0;0;2019-09-30
3738;131899,28;212263,65;19633,18;28554,72;263;381;28;33;2019-12-01
3439;131398,08;94515,46;8743;9825,68;207;188;18;12;2019-12-05
3772;131219,22;242893,83;6290,9;6752;200;356;13;12;2019-09-24
2382;130414,43;203546,79;6165,66;8481,3;203;363;8;13;2019-11-13
4122;130267,18;398123,16;0;750;124;636;0;-25;2019-08-20
1537;130060,26;189956,68;10555,06;6631,52;196;305;18;8;2019-06-25
4136;129698,80;113390,42;38225,34;3471,94;102;134;26;4;2019-09-23
3777;129580,28;174843,23;1367,35;10785,64;466;366;1;43;2019-07-19
2429;127705,76;215159,93;14948,52;44938,26;246;463;27;90;2019-10-04
3883;127593,04;189198,92;5993,64;9649,4;211;294;17;16;2019-11-08
2691;127272,32;233762,20;8959,64;13909,1;198;394;10;25;2019-11-25
98;126810,84;303353,25;4207,22;12628,34;223;499;6;12;2019-11-20
3281;126775,52;194391,17;0;4686,98;178;322;0;8;2019-08-21
1332;126484,10;237875,53;21486,12;10700,62;203;407;34;27;2019-08-07
4037;126060,30;235863,50;14647,1;15723,8;224;517;9;20;2019-06-18
3086;125892,48;219734,35;0;9336,88;172;348;0;18;2019-11-27
1557;125669,90;250209,78;14296,2;7781;298;653;31;18;2019-06-17
1493;125373,58;275116,03;3491,62;0;275;538;8;0;2018-11-23
1631;125306,98;603735,69;4186,16;39759,72;190;1087;8;56;2019-07-02
3079;125156,86;150088,98;8369,5;0;313;242;31;0;2019-06-16
2100;124731,20;278804,48;9109,98;29759,04;229;453;12;60;2019-11-13
2414;124068,20;209757,52;7702,16;0;184;341;12;0;2019-09-27
3241;123786,78;142587,56;0;10703,04;197;237;0;15;2019-08-16
3004;123721,94;224444,63;29327,36;30272,29;154;322;35;43;2019-10-01
1369;123524,82;118095,97;23252,36;8180,37;382;263;64;22;2019-10-10
3323;122401,12;104341,83;5005,62;7265,82;461;193;6;18;2019-06-05
724;122348,52;144497,88;15460;18425;323;260;28;35;2019-12-09
3713;122153,26;194643,70;14855,12;6032,32;147;327;18;11;2019-09-05
1798;121049,56;282319,09;15209,31;9946,65;166;385;41;14;2019-09-20
3468;120759,13;208018,79;15483,28;2164;161;235;16;4;2019-10-02
3461;120523,77;83405,71;1279,64;-1136,54;167;73;9;3;2019-11-27
4124;120262,56;64543,57;4943,84;3935,38;211;107;10;8;2019-10-10
2750;120014,28;132871,22;0;2899;150;292;0;4;2019-11-06
3832;119808,56;53096,29;32739,91;2457,8;106;28;17;1;2019-12-12
12;119650,66;178022,85;15357,94;6520,82;215;304;30;13;2019-09-27
3710;119588,63;272350,10;14050,4;14509,2;212;499;29;20;2019-11-20
4103;119260,12;158744,52;18073,04;15898,88;117;185;9;22;2019-09-09
2651;119207,40;97411,21;12488,2;0;234;233;21;0;2019-11-05
1922;119161,37;313849,60;11465,76;16670,82;182;444;7;15;2019-12-16
2299;118931,56;166080,51;2764;0;143;198;4;0;2019-11-11
1883;118348,40;487642,98;999,91;75060,56;196;781;7;154;2019-11-05
1874;117662,33;276950,60;9625,69;16209,04;234;485;23;26;2019-08-19
3377;117202,82;148913,74;3946,54;0;196;346;6;0;2019-09-13
3213;117143,62;228086,13;21488,44;13157,80;134;302;30;13;2019-09-26
2911;117133,33;195652,79;0;0;162;261;0;0;2019-12-13
3637;116513,10;232726,94;0;0;156;333;0;0;2019-10-04
3147;115453,06;453289,00;33953,69;18022,47;111;343;30;20;2019-06-28
1869;115152,38;47743,69;4122,92;10126,20;165;47;4;6;2019-11-12
3038;115087,14;183813,29;16791,88;19279,7;146;234;20;23;2019-10-22
4353;114486,23;0;12761,86;0;113;0;10;0;2019-10-23
2581;114296,69;151299,90;10553,4;0;156;180;14;0;2019-12-05
3207;113457,73;276966,01;3180,52;4056,03;224;542;4;5;2019-06-10
2529;113143,46;177568,24;9330,52;30717,68;131;219;8;24;2019-12-03
506;112722,18;261864,42;1972,4;23474,3;243;502;4;46;2019-11-28
84;111820,78;174469,16;6698,36;4164,86;174;329;7;9;2019-10-11
3480;111657,19;41054,58;2867;3520,01;87;63;2;1;2019-01-08
1460;111464,52;185393,81;4748,96;0;100;242;4;0;2019-11-10
564;110950,10;260737,24;17599,42;35456,16;109;293;20;38;2019-07-09
2176;110744,47;170518,48;7049,16;2641,6;324;289;8;4;2019-11-13
1969;110300,37;236520,98;4786,37;1388,42;73;209;8;2;2019-08-08
2183;110164,41;195623,07;4906,94;21062,18;170;289;4;33;2019-07-19
1893;109941,26;190208,16;9156,1;4260;195;337;16;8;2019-08-13
4156;109836,14;103363,70;4612;0;144;130;8;0;2019-08-09
2216;109727,12;99493,72;11709,4;4639,36;135;188;14;8;2019-08-26
2830;109526,84;178973,58;0;0;177;301;0;0;2019-10-30
824;109511,25;86877,18;21055,12;3997;189;177;30;10;2019-11-08
694;109205,14;348822,56;7415,28;3273,56;119;415;4;8;2019-05-09
3707;109142,54;140460,91;0;0;64;146;0;0;2019-10-09
2328;109052,98;187450,58;0;11428,30;208;367;0;24;2019-06-24
3951;108936,88;226830,89;10000,18;7392,96;206;395;19;13;2019-08-12
3499;108598,50;125421,78;4513,16;11922,96;125;131;7;11;2019-12-03
1433;108456,70;176491,16;16228,64;9294,60;164;385;26;16;2019-05-08
3437;108318,36;67753,64;7538,98;1956;142;108;9;6;2019-10-23
2308;108273,32;62683,64;3494;0;286;182;13;0;2019-11-11
2894;108266,07;130577,43;17746,38;0;181;176;28;0;2019-10-15
4142;107894;48924;0;48924;29;23;0;23;2019-05-27
493;107843,94;336815,60;12682,02;13860,2;165;617;19;24;2019-11-08
2285;107731,04;122888,87;22733,98;12598,75;103;93;25;7;2019-10-18
1871;107713,24;329155,97;0;0;177;596;0;0;2019-11-08
3259;107111,64;224470,10;14105,6;5613,86;191;377;16;8;2019-11-26
1658;106815,40;195882,84;3629,96;0;180;337;8;0;2019-10-16
4055;106517,04;249359,91;12244,2;2174;209;486;23;4;2019-08-12
3704;105720,36;41258,64;0;0;172;42;0;0;2019-10-31
4006;105574,76;197891,32;22828,58;6570;162;300;43;12;2019-11-29
373;105326,74;194028,34;12690;15614,2;173;318;18;30;2019-11-18
1528;105140,58;197755,82;2745,5;10657,48;205;340;8;16;2019-05-28
3803;105099,35;272754,61;0;1152;212;564;0;1;2019-11-27
1991;104822,66;165772,54;0;0;199;290;0;0;2019-11-12
3773;104741,84;158143,42;0;20790,10;234;269;0;30;2019-12-04
3937;104534,58;250360,18;9060,84;4697,6;219;562;19;8;2019-11-25
1169;104318,79;139173,20;7524,42;4600;238;216;16;2;2019-05-03
3555;104314,20;130328,20;27415,36;8452,16;145;227;35;18;2019-03-20
4173;104237,67;75816,46;3978;0;183;128;12;0;2019-12-05
2678;104030,61;353285,29;15849,02;22392,81;174;508;17;34;2019-08-12
4174;103400,71;41544,94;2924,82;0;90;42;6;0;2019-10-21
1490;103195,70;172387,01;13212,88;5956,88;155;229;22;12;2019-07-05
1609;102919,08;31798,0;18089,52;1884;147;71;23;4;2019-11-25
2443;102093,24;258104,13;12676,86;29911,72;195;394;30;51;2019-06-25
2404;101738,53;74627,47;0;0;118;107;0;0;2019-08-12
3009;101400,85;218921,03;3878;11161;109;228;8;8;2019-08-21
4305;101185,94;0;9013,11;0;67;0;5;0;2019-11-29
1939;101079,03;64984,17;0;0;124;89;0;0;2019-08-08
4164;100699,54;151154,80;4458,44;0;159;179;4;0;2019-09-04
1936;100113,76;69276,55;12672;2642;140;120;24;2;2019-12-03
472;100017,70;145119,68;20396,88;11378,33;385;501;39;40;2019-08-12
2952;99665,28;119772,42;5500;0;165;211;5;0;2019-12-11
1227;98849,42;107920,55;15115,8;13884,14;78;114;20;16;2019-10-09
871;98823,63;185966,14;7911,04;0;91;304;4;0;2019-09-06
1473;98718,45;129912,40;13726,34;24564,00;166;244;29;45;2019-08-07
3527;98484,24;503968,12;0;39618;37;226;0;17;2019-09-16
3190;98296,82;131412,53;21593,1;0;84;134;12;0;2019-08-12
2419;98255,68;104682,10;21035,96;18000;116;134;34;8;2018-12-14
4237;98157,50;67896,8;34915,4;0;103;54;32;0;2019-11-07
3865;97951,72;257134,99;6322,82;16033,40;143;442;6;27;2019-11-18
3700;96438,80;325894,66;0;3390,52;175;686;0;7;2019-12-15
3199;96374,90;214784,50;11417,6;3553,36;112;236;8;8;2019-07-14
3263;96308,82;193124,02;0;0;156;300;0;0;2019-09-27
3353;96161,00;115942,06;10297,44;3426,8;224;237;20;8;2019-11-04
3473;95252,82;434312,62;2153,59;7722,72;94;391;1;13;2019-08-06
1919;95225,34;148358,06;17628,66;6224,64;124;207;24;8;2019-08-19
3890;95183,52;65967,42;1939;5289;167;104;6;4;2019-10-28
1441;94994,40;205170,12;0;0;144;350;0;0;2019-08-12
631;94436,30;221025,94;11274,6;5378,16;185;406;44;12;2019-11-07
1612;94196,8;91079;3016;3232;194;191;4;4;2019-09-19
1897;94035,73;97591,48;13249,92;0;89;114;12;0;2019-08-12
4396;93480,37;0;45971,91;0;138;0;66;0;2019-07-05
1671;93242,21;36452,80;625;0;258;55;2;0;2019-06-16
1575;93043,58;247094,14;11604,5;8440,4;104;283;9;18;2019-10-17
1937;92774,18;127753,28;0;15481,06;77;209;0;24;2019-09-16
1759;92583,52;224637,11;8718,8;7452,43;127;320;12;15;2019-10-01
3656;92352,77;220180,15;12425,97;16941,66;139;302;17;39;2019-09-19
2290;91898,7;3841765,05;0;0;225;12475;0;0;2018-06-04
2946;91302,16;52094,95;28351,18;11885;144;95;29;24;2019-07-02
2193;90914,57;112316,06;4634;0;151;182;13;0;2019-07-10
1634;90370,66;38280,68;0;0;113;36;0;0;2019-12-12
1780;89895,58;370227,32;-1902,68;6067,33;65;321;3;8;2019-12-12
2932;89859,98;96071,32;3762,76;7264,4;153;169;6;8;2019-08-22
1989;89710,18;91378,60;0;0;98;102;0;0;2019-10-21
3820;89418,86;116408,54;4994,36;11805,06;105;233;2;8;2019-12-11
3595;89037,5;0;20400;0;173;0;40;0;2019-11-06
2786;88452,60;245372,78;9641,88;13774,01;124;329;10;23;2019-07-15
2962;88039,64;24480,60;0;2152,9;75;31;0;2;2019-07-02
3749;87951,55;61905,82;5012,97;6157;81;65;6;4;2019-11-11
1232;87845,10;263099,36;1869;30077,16;130;355;4;34;2019-10-31
1314;87813,41;120635,35;8522,60;2482,8;118;171;18;1;2019-12-16
3329;87728,83;109617,92;8018,55;0;170;221;13;0;2019-09-10
3559;87557,61;126326,06;1780;11375,4;131;196;4;16;2019-09-09
4166;87402;34475,92;21400;0;26;16;8;0;2019-12-10
4178;87076;101079,56;8760;0;50;74;4;0;2019-06-27
1994;86636,83;81517,00;6366,90;6689,32;80;85;6;4;2019-11-05
3661;86469,29;113938,63;0;0;124;246;0;0;2019-10-31
3983;86434,68;163958,86;6607;13304,92;100;125;6;14;2019-10-28
3058;86331,60;172623,48;4983,0;8420,05;159;281;11;18;2019-07-08
2440;86147,94;167576,11;14144;6124;48;142;6;4;2019-01-14
2809;85675,74;91788,96;5773,82;15258,08;82;122;6;16;2019-11-26
3657;85614,15;183252,22;0;3047,14;153;360;0;5;2019-10-11
2019;85248,2;446283,63;0;4521;150;953;0;10;2019-10-28
2648;85233,47;116799,95;0,00;0;169;233;4;0;2019-05-16
2353;85192,60;114256,71;32013,14;11573,32;86;93;20;13;2019-10-30
2112;85089,81;104345,55;-1428,45;7746,72;213;312;8;8;2019-07-02
2364;84649,13;22493,63;7745,32;0;123;24;16;0;2019-08-20
4068;84611,03;224729,15;13684,51;23709,27;125;307;26;35;2019-05-20
1675;84545,74;121258,41;9127,16;11485,4;166;242;22;33;2019-09-30
3248;84400,06;252335,35;0;8117;125;352;0;12;2019-09-20
3485;84078,73;210796,72;10316,24;27269,4;131;341;10;61;2019-11-15
2688;83722,60;174897,88;0;5311,52;173;400;0;12;2019-10-08
2967;83718,75;239935,90;3867,14;14503,00;112;389;5;30;2019-07-02
3929;83511,98;135278,22;39040;31613,92;37;64;16;14;2019-08-30
1687;83015,77;150150,32;1417,17;5003,28;100;193;1;4;2019-05-14
2241;82990,83;113879,21;11776,68;6447,07;41;73;4;5;2019-08-12
1295;82926,47;129572,11;6517,4;17775,0;147;334;14;31;2019-11-04
3328;82493,07;241955,80;7408,6;11360,65;127;504;14;17;2019-10-02
1655;82418,72;51719,00;12874,36;4172,62;52;63;7;2;2019-06-12
1063;82165,68;227831,60;5345,8;3283,51;119;357;8;9;2019-05-10
3096;81602,20;135342,22;12250;1814;117;193;6;4;2019-10-28
2297;81574,64;186185,22;18184,83;3151,6;151;333;29;7;2018-07-16
573;81573,04;288189,06;0;0;57;398;0;0;2019-06-16
722;81234,52;227855,55;3281;0;148;361;6;0;2018-06-27
2072;80825,56;77079,60;0;0;104;104;0;0;2018-12-19
2042;80571,79;99384,26;5193,8;1356,78;78;98;10;1;2019-10-30
3020;80310,68;128016,27;2298,54;0;115;164;11;0;2019-11-11
2992;80117,05;200369,17;0;5030,56;180;347;0;10;2019-09-18
4202;79941,36;20131,20;18188,82;0;148;30;27;0;2019-05-20
3976;79882,72;63610,82;3242,26;0;137;103;4;0;2019-10-21
4321;79809,37;0;12211,5;0;52;0;6;0;2019-08-09
2144;79585,08;146504,68;0;0;98;220;0;0;2019-11-10
4203;79071,98;59532,52;9758,98;0;144;59;6;0;2019-12-03
798;79067,66;364452,77;12784;0;123;572;16;0;2019-09-17
3889;79035,96;149673,51;6279,6;2726;74;212;6;5;2019-11-13
1643;78880,17;181908,70;8116;-695;166;330;21;0;2019-12-18
3745;78652,81;156147,04;2586,02;4885,5;124;255;2;6;2019-08-16
3686;78640,76;129658,14;6933,8;2926,46;164;229;14;8;2019-09-07
3253;78530,4;155320,64;8950;0;32;119;4;0;2019-09-03
1216;78202,75;105910,80;12864,24;7661,8;108;157;20;8;2019-11-06
3371;78059,80;147385,29;448,76;0;66;116;1;0;2019-12-13
2094;77774,64;165624,25;7181,46;5592,08;63;123;5;11;2019-08-28
3015;77769,73;171628,92;0;11129,54;86;245;0;42;2019-09-19
3712;77479,3;92227,02;6847;0;63;84;12;0;2019-09-11
3164;76698,78;21847,32;0;2518;159;77;0;12;2019-08-07
2093;76469,53;133064,08;6546,9;9427,48;81;180;11;12;2019-11-06
2956;76121,16;262348,97;3000,32;18547,78;106;369;6;19;2019-08-12
4351;76028,55;0;16424,94;0;151;0;25;0;2019-11-07
1543;75880,76;191379,58;9239,24;13380,53;154;339;16;26;2019-09-09
3816;75820,86;224878,37;4486,81;3300,03;264;255;6;5;2019-10-31
2964;75437,76;42134,23;9027,64;4861,00;120;70;4;8;2019-07-05
3010;75359,27;237579,41;0;37130,25;118;385;0;49;2019-12-10
4277;75193,88;15471,8;4205,0;0;169;43;8;0;2019-10-07
2550;74888,59;163669,78;0;23002,6;36;140;0;21;2019-07-29
1218;74715,06;113536,66;20525,66;7266,81;106;119;25;11;2019-01-21
3387;74690,58;178253,56;10285,52;22823,6;105;149;14;14;2019-08-23
2362;74541,41;125429,42;-740,43;22140,62;57;161;4;33;2019-12-06
2136;74268,3;140364,64;0;0;157;280;0;0;2019-11-04
2972;74198,65;130244,35;2781,21;2759,6;142;231;9;8;2019-07-02
1324;74101,14;159122,58;-1877,65;4414,88;101;228;0;6;2018-12-06
4192;74075,19;88332,28;0;0;121;153;0;0;2019-06-19
1613;73670,13;90700,59;3863;12199,2;110;145;9;17;2019-08-29
3236;73659,00;104833,21;10641,44;10986,96;164;169;24;8;2019-06-26
3087;73363,22;80153,16;7827,2;9112,6;121;146;16;16;2019-12-06
3034;73291,14;146190,38;15107,74;23828,46;94;191;19;33;2019-11-04
3117;73245,91;151510,63;2147,44;0;101;229;2;0;2019-07-11
2395;73131,54;102078,04;24192,88;7434,66;90;119;20;10;2019-06-24
3810;72784,49;277980,74;1127;23667,22;170;621;2;43;2019-10-31
2097;72698,95;140855,49;1132,8;2778,2;100;198;1;6;2018-11-22
3762;72401,94;133501,74;4664;25148,6;116;149;9;26;2019-09-26
3965;72357,32;237873,04;10850,2;9940,26;131;528;22;13;2019-06-26
4303;72152,60;0;0;0;140;0;0;0;2019-11-13
4379;72117,14;0;5443,84;0;134;0;6;0;2019-10-21
3365;72112,54;55489,88;1682;2174;115;133;2;4;2018-10-29
2331;71772,28;53639,62;0;0;174;97;0;0;2019-08-21
3404;71514,20;106508,01;0;2295,2;137;174;0;2;2019-12-05
3840;71354,58;80647,18;7269,72;853,2;105;137;16;4;2019-11-08
3646;71338,11;488282,92;9617,68;20319,20;111;796;17;27;2019-04-08
1741;71206,26;19319,66;0;0;70;32;0;0;2019-10-25
1935;70862,50;138220,04;0;0;101;207;0;0;2019-10-31
1320;70652,13;136736,24;1739,0;10082,44;158;279;8;26;2019-06-26
2855;70632,50;134177,75;15011,5;21873,84;122;213;30;38;2019-07-22
2400;70378,94;88528,16;0;0;177;192;0;0;2019-08-14
1416;70282,06;68809,86;6682;3102,0;48;59;4;5;2019-11-28
3639;70180,04;187297,16;20804,82;12257,74;106;346;24;33;2019-08-29
3223;70037,12;152170,53;4416,71;15494,36;161;273;8;26;2019-08-14
4288;70015,14;4019,82;3609;0;80;4;4;0;2019-11-26
2250;69989,81;285515,92;20562,07;22859,66;112;533;17;31;2019-11-18
3409;69878,14;127812,73;7784,12;11574,75;96;212;12;11;2019-10-04
2543;69562,55;243728,91;1804,84;11136,40;100;267;4;16;2019-08-12
1255;69511,19;134998,22;23201,90;2807,48;127;202;29;6;2019-07-02
2067;69290,28;106233,30;6992,2;1217,6;124;224;8;2;2019-08-27
3141;69251,68;81009,24;0;1899,94;90;129;0;2;2019-09-24
2066;68757,62;255721,40;1627;9782,16;139;577;2;20;2019-11-04
3372;68099,92;63643,84;1027;0;61;64;2;0;2019-08-12
3333;68030,92;103593,42;0;0;214;168;0;0;2019-10-14
3416;67948,83;178418,60;638,79;8592,3;122;346;2;16;2019-08-12
3060;67736,36;87242,14;0;0;88;122;0;0;2019-11-19
2445;67479,54;208088,88;3832;13802,4;89;249;4;13;2019-09-04
3021;67370,53;258372,78;11992,60;0;52;223;5;0;2019-10-14
3095;67296,10;150769,78;6330,84;7615,6;130;276;12;14;2019-10-11
2634;67288,03;31471,25;9200,17;8234,62;65;33;11;6;2019-11-06
2263;67258,08;350652,56;1805;10383,94;98;579;2;43;2019-12-11
711;67106,36;150420,96;1533,68;8337,5;123;291;4;14;2019-01-07
4409;67084,37;0;37744,91;0;57;0;29;0;2019-10-23
2478;66900,49;231736,16;0;5732,22;63;214;0;9;2019-09-05
2180;66684,14;167893,20;7178;3664;111;280;14;8;2019-11-08
2363;66597,17;165535,18;1492,76;8794,34;53;97;2;6;2019-07-16
1892;66560,57;142789,70;0;8894,72;93;207;0;6;2019-07-02
3143;66463,36;97023,64;1654;0;141;196;4;0;2019-11-12
1399;66326,98;127697,84;16607,44;4541,6;150;253;37;8;2019-12-18
890;66256,26;352301,15;3635;21582,72;98;613;10;25;2019-07-23
1276;66233,61;140812,82;2425,4;4169,54;57;138;3;5;2019-09-16
1323;66058,84;111111,04;0;10275,56;123;221;0;10;2019-10-11
1379;66007,16;69233,06;0;0;88;108;0;0;2019-09-09
1393;65705,52;80508,16;3674,4;2837,2;120;157;8;8;2019-12-11
2899;65662,98;146694,32;6794,92;0;122;284;4;0;2019-03-22
2028;65621,16;143120,04;0;1388,42;136;252;0;2;2019-09-17
3798;65593,22;107467,35;0;0;82;133;0;0;2019-06-10
3800;65443,12;325320,98;48014,14;9098,56;87;613;56;22;2019-09-11
3155;65406,49;233782,68;7866,31;9917,91;76;232;15;15;2019-09-04
3774;65348,56;54927,20;6591,6;9985,60;106;117;8;22;2019-11-01
3846;65141,60;160817,06;10894,24;0;156;286;32;0;2019-05-20
2909;65019,60;414537,84;0;0;248;506;0;0;2019-09-17
2191;64882,24;197822,97;5182,38;11944,47;77;224;13;16;2019-10-21
4009;64797,76;74844,96;557,6;0;136;156;5;0;2019-12-11
4082;64631,02;132262,38;1082;17343,24;118;216;2;12;2019-11-07
3868;64625,36;43830,44;1925,6;0;123;94;4;0;2019-09-25
3110;64551,04;158100,80;8657,12;11552,56;62;155;8;8;2019-12-02
31;64548,88;159384,70;17818,82;5290,66;86;252;21;12;2019-10-17
3860;64532,49;70939,56;14298,02;3808,5;77;75;10;6;2019-08-13
3163;64353,88;65604,68;9775,02;4146,6;129;104;10;8;2019-10-09
1149;64144,18;140081,40;4815,2;8113,6;89;244;8;13;2019-12-12
865;64012,60;108868,23;1984;1342;112;140;4;4;2019-09-12
3019;63971,16;85654,56;1380,74;2516,24;103;126;2;4;2019-12-09
4238;63894,22;57055,08;12205,8;0;127;91;16;0;2019-12-11
3669;63882,85;36595,18;1221,8;0;81;61;2;0;2019-09-09
2050;63705,02;967292,52;32222,15;65100,63;718;1613;32;67;2019-12-12
3838;63663,24;94478,44;21662,84;12027,8;90;133;26;18;2019-10-03
3739;63648,88;131694,94;7369,38;9522;129;294;14;38;2019-11-18
2849;63466,7;49887,83;3498;0;84;70;9;0;2018-04-19
3648;63204,79;41682,19;2080;3395,32;70;44;4;2;2019-08-07
4083;63193,23;108141,30;0;0;63;80;0;0;2019-05-22
1195;63137,66;146818,27;812;0;88;233;2;0;2019-04-16
4041;62682,28;26264,26;6793,98;6515;146;76;10;5;2019-11-12
3453;62628,04;203783,01;6565,5;28004,38;132;352;22;51;2019-12-10
1870;62287,98;12213,92;0;0;330;16;0;0;2019-08-26
2341;62284,82;68699,78;0;1879,81;33;44;0;2;2019-08-06
1726;62181,8;171346,72;0;9200;58;130;0;4;2019-08-14
567;61871,49;458712,30;0;36465,40;120;535;0;44;2019-11-04
3801;61567,36;360549,46;1082;12744,78;94;555;2;21;2019-10-31
3845;61489,97;155279,18;15631,02;826,69;166;228;64;4;2019-12-17
850;60949,45;158121,47;4541,8;2253,85;100;246;4;4;2019-10-30
2736;60759,83;83949,53;5414,14;2494;37;70;3;4;2019-10-08
2390;60472,16;48651,22;7605,92;0;129;83;27;0;2019-10-25
1707;60456,37;109547,92;21376,28;14398,86;69;108;19;16;2019-09-19
2841;60348,58;91194,49;0;8669,45;78;123;0;8;2019-05-20
503;60304,2;65877,26;0;13845,7;139;156;0;16;2019-07-29
2721;60180,83;82589,62;2901;0;241;368;9;0;2019-09-04
2008;60180,58;151853,96;1022;2264,96;108;275;2;4;2019-07-29
4245;60173,80;35571,42;2619,15;0;111;65;8;0;2019-10-16
4266;60063,88;15642,4;3075,6;0;87;16;5;0;2019-10-24
1569;60027,86;103425,47;4517,6;1172;95;151;4;2;2019-10-01
